@RELATION knnModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {trainingData/disgust,trainingData/fear,trainingData/happy}

@DATA
0.096170,0.036692,3.036045,0.192260,0.212148,0.492434,0.033469,0.135186,-26.843629,2.215492,-0.202527,-0.140196,-0.411972,-0.193636,-0.246666,0.085729,0.048412,-0.092413,-0.111536,-0.112798,-0.090692,0.013772,0.009063,0.032734,0.017437,0.021097,0.008861,0.044988,0.002261,0.006843,0.018168,0.019302,0.010972,0.032319,0.113482,0.035305,0.366937,0.111274,0.038637,0.621245,0.024877,0.181176,4.304665,1.291085,0.969673,0.515723,0.613026,0.451626,0.519316,0.496386,0.380465,0.384361,0.419201,0.350691,0.310064,0.020027,0.017715,0.042300,0.039080,0.033211,0.021785,0.074718,0.007318,0.011863,0.024937,0.029471,0.027868,0.022256,trainingData/happy
0.113823,0.037961,3.160763,0.206277,0.214930,0.624009,0.026971,0.184763,-26.378574,2.430316,-0.120293,-0.224485,-0.387193,-0.342827,-0.232021,-0.015671,-0.029336,-0.102186,-0.104677,-0.158213,-0.100478,0.024187,0.012475,0.013567,0.023822,0.019552,0.010882,0.017338,0.000771,0.009849,0.034819,0.023406,0.008389,0.030689,0.158027,0.044239,0.150920,0.147392,0.036640,0.966122,0.020902,0.285200,3.124280,1.371097,1.003366,0.620686,0.516072,0.430268,0.545668,0.322242,0.452158,0.409891,0.379902,0.370980,0.264453,0.037858,0.026298,0.015808,0.036991,0.028573,0.030942,0.031334,0.001988,0.024470,0.044573,0.032546,0.018561,0.016358,trainingData/happy
0.093879,0.036799,3.133854,0.188828,0.216160,0.440029,0.024435,0.144525,-26.554464,2.698341,-0.459205,-0.312217,-0.311578,-0.189517,-0.172541,0.034554,0.015391,-0.127840,-0.185228,-0.146155,-0.135194,0.021965,0.013380,0.018392,0.015612,0.018481,0.014100,0.019744,0.003305,0.005288,0.019855,0.035660,0.006272,0.027294,0.109940,0.041504,0.316750,0.104301,0.034743,0.618873,0.015740,0.184974,3.842270,1.073546,0.962628,0.602773,0.583729,0.439986,0.491589,0.438177,0.503020,0.358880,0.358239,0.339044,0.291557,0.036977,0.028811,0.019093,0.027719,0.023971,0.034187,0.031998,0.009925,0.009576,0.028805,0.052327,0.009136,0.015102,trainingData/happy
0.099654,0.032047,3.095226,0.210155,0.231470,0.572344,0.023760,0.155811,-26.838057,2.478682,-0.054578,0.006054,-0.363848,-0.082360,-0.091759,-0.235607,-0.170184,-0.064230,0.034974,0.038903,-0.004031,0.020434,0.002658,0.013121,0.010493,0.029120,0.021743,0.040396,0.003945,0.007520,0.024544,0.024432,0.005313,0.031638,0.120985,0.040023,0.260815,0.113602,0.042439,0.706751,0.014974,0.198572,3.811517,1.254683,0.879705,0.548879,0.454758,0.483051,0.402261,0.461449,0.390054,0.452099,0.445512,0.352064,0.324328,0.045711,0.006878,0.015072,0.017358,0.031118,0.051749,0.075389,0.011596,0.013201,0.031861,0.035123,0.008534,0.020107,trainingData/happy
0.117054,0.028237,3.099366,0.226906,0.232080,0.686769,0.027879,0.190328,-27.686238,2.275392,-0.163696,-0.116706,-0.532357,-0.239739,-0.209409,-0.092361,0.093004,0.057778,0.071871,0.014926,-0.072015,0.016026,0.003064,0.010444,0.006892,0.030751,0.013372,0.039771,0.002404,0.013608,0.023508,0.019513,0.021134,0.028686,0.148474,0.038901,0.241451,0.149272,0.042453,0.926028,0.023040,0.276490,3.597210,1.288882,0.857911,0.499089,0.636756,0.477908,0.457911,0.396991,0.457428,0.337081,0.295158,0.269965,0.231316,0.027932,0.005608,0.013622,0.014717,0.037242,0.024945,0.048070,0.006276,0.022322,0.036878,0.023898,0.043847,0.014082,trainingData/happy
0.089538,0.020337,3.101324,0.182955,0.207733,0.529558,0.023285,0.146769,-27.331781,2.583609,-0.197069,-0.022680,-0.525103,-0.378242,-0.336346,-0.049737,-0.025843,0.001422,-0.037307,-0.083246,-0.090993,0.016544,0.011482,0.017543,0.010186,0.020182,0.012620,0.038871,0.001535,0.012565,0.024263,0.017582,0.008312,0.025369,0.107282,0.022977,0.254387,0.114746,0.039978,0.724911,0.013737,0.195920,3.576895,1.378069,1.096411,0.575539,0.555917,0.464378,0.479399,0.376912,0.427080,0.386681,0.486927,0.352371,0.281932,0.025999,0.027902,0.025079,0.016146,0.022449,0.022283,0.059575,0.004339,0.019472,0.030771,0.020276,0.017549,0.014665,trainingData/happy
0.140628,0.018945,3.062845,0.284036,0.249851,0.745442,0.019969,0.271548,-28.587008,1.531792,-0.271860,0.095435,-0.216691,-0.087224,-0.172081,0.044317,0.012347,-0.094704,-0.008764,0.041972,-0.077645,0.006840,0.004593,0.015274,0.011165,0.029573,0.005075,0.114595,0.001640,0.006565,0.010828,0.013982,0.007816,0.043312,0.127424,0.022442,0.190612,0.116388,0.030096,0.679175,0.020745,0.243116,2.385463,1.309188,0.687784,0.452809,0.362274,0.480831,0.404125,0.262882,0.268996,0.363931,0.266972,0.243692,0.209735,0.008497,0.009262,0.018359,0.020705,0.035036,0.010232,0.084429,0.003995,0.009619,0.016052,0.026177,0.018723,0.022420,trainingData/happy
0.104980,0.032866,3.137734,0.193163,0.204307,0.498981,0.019207,0.157828,-26.551342,2.541353,-0.811353,-0.269788,0.041295,-0.324106,-0.191205,0.030272,0.017268,-0.076481,-0.144910,-0.074394,-0.052530,0.012169,0.014275,0.015846,0.020831,0.029548,0.006958,0.019310,0.003077,0.004322,0.023777,0.022412,0.013810,0.026403,0.111634,0.038718,0.230528,0.106651,0.033278,0.628154,0.015696,0.185465,3.008427,1.062111,0.912491,0.452716,0.730523,0.427724,0.423043,0.316267,0.493965,0.466110,0.395022,0.311561,0.246062,0.016923,0.038410,0.019062,0.033555,0.033289,0.011899,0.026327,0.008180,0.006312,0.033274,0.026247,0.025673,0.012743,trainingData/happy
0.125020,0.023946,3.156069,0.219776,0.214776,0.885644,0.019305,0.191680,-26.421681,1.531475,-0.531851,-0.170617,-0.524875,-0.132676,-0.296079,0.119152,0.152836,-0.030490,-0.080688,-0.049272,-0.152445,0.016701,0.013243,0.019982,0.010834,0.019077,0.006914,0.036627,0.002496,0.006840,0.014135,0.012491,0.008685,0.021768,0.129330,0.031266,0.184878,0.129021,0.045290,0.840435,0.014549,0.226614,3.047085,1.270337,1.005464,0.659707,0.677568,0.449756,0.472705,0.399647,0.465667,0.368816,0.346499,0.296617,0.329692,0.020170,0.024123,0.033885,0.016911,0.021873,0.012348,0.059766,0.003898,0.007715,0.022387,0.019737,0.014635,0.016310,trainingData/happy
0.098975,0.030812,3.098294,0.196293,0.210385,0.526498,0.027013,0.138402,-27.367914,2.205254,-0.330534,-0.250369,-0.484332,-0.154007,-0.344563,0.046166,-0.046915,-0.062851,-0.116132,-0.052481,-0.094199,0.021033,0.017868,0.022505,0.016469,0.038863,0.008913,0.026067,0.002344,0.006488,0.017609,0.015402,0.007225,0.030628,0.113093,0.037470,0.220743,0.114323,0.041012,0.662764,0.020623,0.186337,3.408545,1.269504,0.957863,0.660416,0.576936,0.623822,0.508131,0.456178,0.358775,0.466180,0.453705,0.413388,0.282462,0.039074,0.045770,0.029642,0.023825,0.039314,0.018186,0.035731,0.007989,0.011201,0.029811,0.023400,0.013361,0.013384,trainingData/happy
0.176352,0.015393,3.170733,0.327981,0.261910,0.917158,0.012672,0.423333,-29.028672,1.296418,-0.405351,0.092807,-0.210340,-0.062920,-0.139787,0.053967,0.112506,0.066391,-0.157164,-0.025656,-0.133250,0.008869,0.007088,0.016567,0.012490,0.056452,0.004826,0.019532,0.002176,0.003554,0.013919,0.014584,0.006156,0.026728,0.085981,0.017750,0.123796,0.086394,0.030253,0.503697,0.007877,0.136758,2.055405,0.895620,0.646556,0.343237,0.399937,0.304747,0.354766,0.304661,0.270006,0.290994,0.259336,0.231106,0.174406,0.013724,0.011235,0.020317,0.016738,0.023410,0.009779,0.018292,0.004893,0.005444,0.018415,0.017300,0.010545,0.008949,trainingData/happy
0.124262,0.019586,3.116896,0.242160,0.234446,0.728728,0.018088,0.196230,-27.327310,2.157605,-0.028101,-0.170748,-0.335371,-0.169224,-0.274841,-0.010033,-0.106286,-0.105310,-0.063139,0.020797,-0.026665,0.024573,0.009651,0.016375,0.013049,0.033907,0.020437,0.048723,0.001340,0.014273,0.012999,0.010771,0.010583,0.030068,0.155755,0.026474,0.241194,0.152824,0.046830,0.905852,0.011495,0.295302,3.274008,1.250469,0.917775,0.657852,0.510498,0.455183,0.455122,0.436492,0.416172,0.360996,0.351871,0.329622,0.298658,0.039544,0.026191,0.021126,0.024824,0.034056,0.036629,0.059785,0.002363,0.023070,0.017746,0.014023,0.023704,0.016933,trainingData/happy
0.099889,0.018049,3.146185,0.193130,0.204682,0.674838,0.026487,0.164349,-26.843955,2.003919,-0.634162,0.035557,-0.505833,-0.104836,-0.144183,-0.003169,-0.054897,-0.057438,-0.088188,0.041296,-0.002190,0.015572,0.006329,0.016357,0.018424,0.035940,0.014685,0.015945,0.003412,0.011263,0.018737,0.012189,0.008291,0.024780,0.106613,0.024398,0.213544,0.103589,0.035283,0.668920,0.029328,0.190491,2.869172,1.497143,0.862638,0.545926,0.609199,0.635543,0.512526,0.446852,0.491898,0.527191,0.384682,0.308569,0.239489,0.032215,0.015516,0.023499,0.029264,0.035607,0.026384,0.021772,0.007219,0.018501,0.030189,0.017808,0.015648,0.014086,trainingData/happy
0.101919,0.025807,3.092968,0.212331,0.225460,0.564717,0.026803,0.154146,-26.806299,2.054661,-0.055928,-0.279155,-0.344923,-0.024811,-0.146660,0.033107,-0.049532,-0.106768,-0.155292,-0.081104,-0.035276,0.010329,0.012122,0.012323,0.018684,0.053212,0.003595,0.022892,0.003242,0.005518,0.018648,0.015672,0.005682,0.028371,0.127315,0.027830,0.253621,0.119412,0.035408,0.711327,0.027258,0.214082,3.377156,1.352903,0.822611,0.519772,0.453228,0.456801,0.515699,0.422118,0.430662,0.461325,0.392331,0.316975,0.280767,0.020254,0.038436,0.016481,0.037032,0.048150,0.004751,0.025263,0.007810,0.008904,0.026961,0.019533,0.013589,0.012769,trainingData/happy
0.113832,0.028164,3.200430,0.209906,0.219998,0.617825,0.024902,0.170287,-26.636714,2.427756,-0.575822,-0.306238,-0.174718,-0.233575,-0.237589,0.004878,-0.041759,-0.135722,-0.109906,0.010794,0.088740,0.013793,0.009261,0.010910,0.015891,0.033421,0.023500,0.025478,0.002087,0.008555,0.020648,0.014941,0.008049,0.027145,0.113219,0.032441,0.138339,0.110346,0.040001,0.699645,0.018079,0.192785,2.647385,1.264720,0.706304,0.666729,0.687147,0.471751,0.403741,0.404700,0.460675,0.518329,0.355622,0.359830,0.365006,0.026920,0.022046,0.011853,0.029875,0.039285,0.049973,0.032102,0.003915,0.014935,0.025972,0.022232,0.013790,0.013710,trainingData/happy
0.093402,0.018458,3.073180,0.172187,0.196980,0.460165,0.021610,0.138750,-27.088779,2.469798,-0.878659,-0.264392,-0.317119,-0.394273,-0.167093,0.069676,0.133686,0.033288,-0.095444,-0.038773,-0.040180,0.014236,0.009050,0.025023,0.012319,0.023653,0.012307,0.016345,0.003600,0.012083,0.023861,0.017870,0.011377,0.021392,0.098089,0.030116,0.282687,0.097034,0.034381,0.569786,0.016206,0.156617,2.983929,1.119457,0.854499,0.591626,0.743518,0.408745,0.576870,0.480719,0.473241,0.430923,0.425805,0.293101,0.306326,0.016615,0.014458,0.030843,0.015493,0.030269,0.023225,0.022333,0.006373,0.014958,0.032822,0.023584,0.015256,0.007924,trainingData/happy
0.103570,0.023520,3.114034,0.198361,0.211330,0.661807,0.018719,0.149373,-26.819114,1.861983,-1.152239,-0.019368,-0.539425,-0.229019,-0.129142,-0.051908,0.084200,0.087621,-0.040983,-0.023222,-0.014295,0.015281,0.011953,0.010219,0.005403,0.024102,0.011049,0.038963,0.004560,0.011572,0.011043,0.017494,0.011570,0.023800,0.098685,0.032388,0.263230,0.100049,0.041364,0.655924,0.014658,0.155681,3.258291,1.323551,0.950569,0.626203,0.779671,0.491193,0.465303,0.480361,0.541222,0.473426,0.372232,0.374393,0.246985,0.022249,0.017742,0.017459,0.007997,0.030643,0.024839,0.069336,0.006441,0.020868,0.014189,0.022212,0.021281,0.017818,trainingData/happy
0.132851,0.026922,3.164258,0.226515,0.214504,0.856538,0.021292,0.208674,-26.630837,1.665033,-0.428144,0.078647,-0.237001,-0.312484,-0.198507,-0.098319,-0.082630,0.027261,-0.013442,0.118428,-0.113672,0.011290,0.004085,0.010167,0.011538,0.027004,0.014787,0.031859,0.003466,0.016448,0.015397,0.011833,0.009950,0.023177,0.144345,0.031432,0.175245,0.145297,0.037126,0.889769,0.020536,0.250188,3.046270,1.439253,1.018391,0.684466,0.523569,0.468415,0.528343,0.467182,0.485603,0.496051,0.460571,0.349877,0.300741,0.019686,0.009793,0.015840,0.024763,0.029352,0.032562,0.031800,0.007109,0.034017,0.023903,0.014204,0.022278,0.012238,trainingData/happy
0.109010,0.023443,3.058613,0.220642,0.223594,0.693405,0.028431,0.193511,-26.973202,2.015100,-0.315474,-0.364084,-0.403465,-0.109820,-0.279764,-0.155501,-0.109799,0.018720,0.103407,0.025218,-0.055505,0.015469,0.010729,0.014945,0.010920,0.022217,0.019448,0.044151,0.007349,0.018940,0.011497,0.013575,0.008366,0.028817,0.136519,0.030261,0.299588,0.138332,0.044956,0.847988,0.021160,0.250972,3.796870,1.436144,1.051022,0.592003,0.643829,0.329657,0.493499,0.554042,0.438114,0.393558,0.416546,0.416083,0.271678,0.028477,0.029748,0.026011,0.021947,0.030969,0.035284,0.071812,0.016448,0.033037,0.019076,0.018961,0.017714,0.021070,trainingData/happy
0.118556,0.017528,3.119596,0.208404,0.210498,0.762513,0.021448,0.193689,-27.165632,2.098328,-0.607869,0.101839,-0.512707,-0.302750,-0.162475,-0.052533,-0.059141,-0.004564,-0.038935,-0.060686,-0.162827,0.021590,0.004565,0.022598,0.011595,0.017751,0.013813,0.028098,0.002812,0.006070,0.014180,0.032124,0.009560,0.026114,0.141017,0.023717,0.223078,0.136664,0.036756,0.914231,0.017646,0.247679,3.467771,1.429735,1.318389,0.581789,0.521308,0.495871,0.424893,0.467160,0.464208,0.389061,0.395450,0.324589,0.293334,0.039080,0.008087,0.035687,0.023093,0.023004,0.031763,0.040699,0.005337,0.008937,0.016990,0.044859,0.019288,0.017559,trainingData/happy
0.108115,0.040443,3.111311,0.203835,0.215631,0.560410,0.028268,0.163484,-26.276342,2.275589,-0.303170,-0.152606,-0.368239,-0.446299,-0.293192,0.027104,-0.007141,-0.016696,0.018302,0.027281,-0.093971,0.013545,0.004914,0.022783,0.012213,0.020033,0.015198,0.031063,0.003271,0.013262,0.020864,0.018964,0.007056,0.025597,0.143715,0.039648,0.269277,0.131700,0.035348,0.834096,0.018917,0.238384,3.831475,1.347897,1.114458,0.494479,0.442164,0.496637,0.470970,0.545135,0.404550,0.394831,0.419865,0.365438,0.275182,0.018176,0.009105,0.035106,0.018394,0.034444,0.032877,0.055423,0.009000,0.023418,0.026104,0.029275,0.012757,0.017660,trainingData/happy
0.181448,0.014376,3.099887,0.283403,0.230688,1.100097,0.025500,0.304290,-28.909274,1.487660,0.199766,-0.479784,-0.141958,-0.200155,-0.086041,0.112105,0.059654,-0.101264,-0.103356,0.020751,-0.105028,0.013552,0.003997,0.022366,0.012349,0.022939,0.013514,0.025193,0.002157,0.005468,0.008757,0.011784,0.003140,0.022404,0.115497,0.015944,0.240107,0.111363,0.033311,0.739678,0.021452,0.242145,2.622008,1.095450,0.824394,0.421101,0.453843,0.366689,0.408105,0.370813,0.318551,0.279714,0.311511,0.220765,0.200045,0.021020,0.007829,0.030619,0.019037,0.039401,0.030511,0.036641,0.003118,0.008706,0.013109,0.021469,0.004858,0.014134,trainingData/happy
0.089590,0.016720,3.140486,0.192281,0.229878,0.463987,0.021817,0.125601,-27.991862,2.584090,0.163449,0.049725,-0.392803,-0.197476,-0.273570,-0.007555,-0.071173,-0.101219,-0.063004,-0.024551,0.023062,0.013191,0.006303,0.011417,0.006344,0.016767,0.021970,0.062973,0.001813,0.011229,0.029827,0.045890,0.003675,0.032188,0.093431,0.019136,0.129374,0.091512,0.024126,0.600314,0.012475,0.181246,2.264580,0.878054,0.711337,0.391735,0.294151,0.291786,0.318302,0.288063,0.321240,0.256638,0.244047,0.254290,0.232812,0.014884,0.014351,0.008864,0.011882,0.022457,0.034898,0.026246,0.004882,0.006712,0.027431,0.029680,0.008479,0.010087,trainingData/happy
0.186612,0.028269,3.057342,0.302074,0.240342,1.370093,0.020129,0.362842,-27.820860,1.754515,0.184105,-0.152156,-0.406760,-0.294655,-0.093074,0.031128,0.198631,-0.004525,-0.026778,0.100894,-0.143793,0.010950,0.006721,0.013201,0.017206,0.017559,0.008555,0.034609,0.001286,0.006759,0.014761,0.009667,0.005946,0.022406,0.121726,0.036947,0.156035,0.110236,0.028445,0.729095,0.013296,0.214520,2.292188,1.025723,0.739458,0.401363,0.387747,0.310495,0.330938,0.288974,0.260955,0.251151,0.252810,0.207416,0.256750,0.018193,0.019054,0.011744,0.034693,0.027794,0.019373,0.018233,0.002414,0.011741,0.021191,0.012122,0.014587,0.011050,trainingData/happy
0.113828,0.044308,3.113422,0.223772,0.231315,0.640579,0.025161,0.160366,-26.211109,2.335419,0.144560,-0.300616,-0.376819,-0.439477,-0.098781,-0.032013,-0.086215,-0.010891,0.097808,-0.008994,-0.085900,0.015678,0.006990,0.016072,0.015891,0.024540,0.007627,0.036915,0.001491,0.015806,0.024599,0.015685,0.005131,0.025941,0.142636,0.047827,0.242085,0.131955,0.037244,0.888021,0.018064,0.235112,3.239802,1.386718,0.815415,0.742399,0.525457,0.464522,0.405098,0.454942,0.402870,0.424213,0.343740,0.295576,0.276193,0.032669,0.019854,0.021752,0.023134,0.030319,0.015439,0.051995,0.003499,0.022263,0.037953,0.022816,0.009972,0.013743,trainingData/happy
0.101043,0.035194,3.023590,0.213489,0.229017,0.573522,0.029481,0.144709,-27.863148,2.227320,-0.031725,-0.221079,-0.432130,-0.396227,-0.135201,-0.002677,0.019222,0.022993,-0.077165,-0.030751,-0.060892,0.015099,0.007159,0.023843,0.017958,0.016162,0.008914,0.072787,0.000873,0.013103,0.020852,0.010909,0.010520,0.037377,0.132654,0.048973,0.266048,0.124860,0.036601,0.807439,0.022739,0.209647,3.916600,1.312272,0.938458,0.647244,0.603366,0.659693,0.503360,0.420827,0.368773,0.422125,0.443485,0.338189,0.257840,0.029496,0.018396,0.030275,0.036806,0.024003,0.024352,0.102451,0.001874,0.020518,0.029365,0.016041,0.022683,0.026022,trainingData/happy
0.105471,0.023117,3.100656,0.220840,0.232602,0.625117,0.026758,0.156773,-27.248815,2.050808,-0.046997,-0.161620,-0.402272,-0.202446,-0.349690,-0.033021,-0.124521,-0.018745,-0.058547,0.113614,0.057927,0.020040,0.008603,0.025011,0.012560,0.026620,0.026516,0.049631,0.003037,0.009970,0.012070,0.013699,0.006551,0.033306,0.129005,0.026455,0.234305,0.119927,0.036321,0.760368,0.026324,0.210057,3.908954,1.462628,0.900207,0.596512,0.515777,0.369619,0.499311,0.457023,0.488745,0.439557,0.440795,0.348161,0.314614,0.035028,0.020849,0.047572,0.022961,0.044679,0.060801,0.059406,0.007795,0.016412,0.016039,0.022355,0.012042,0.020644,trainingData/happy
0.097026,0.018596,2.969673,0.231481,0.244205,0.518521,0.022281,0.108670,-28.782626,1.673255,0.201458,-0.421933,-0.330872,0.094111,-0.077915,0.276297,-0.073384,-0.010362,-0.109038,-0.029036,-0.039880,0.009639,0.004910,0.032261,0.016290,0.055244,0.004437,0.059787,0.001008,0.004358,0.008929,0.011451,0.002894,0.034842,0.096538,0.020876,0.176587,0.101737,0.042302,0.530808,0.018205,0.147760,2.858221,1.134555,0.565979,0.569762,0.467628,0.324750,0.420903,0.326345,0.285862,0.321486,0.287943,0.237511,0.197266,0.017976,0.009901,0.044495,0.029683,0.038333,0.008522,0.059968,0.002886,0.011524,0.015712,0.018445,0.006538,0.015517,trainingData/happy
0.090956,0.018803,3.140161,0.180629,0.204193,0.466369,0.023358,0.136667,-27.312180,2.670726,-0.477279,-0.255081,-0.045407,-0.376948,-0.078474,0.067186,0.068005,-0.220625,-0.072448,-0.081017,-0.031427,0.012272,0.006541,0.021649,0.017813,0.029385,0.009003,0.033125,0.002499,0.008951,0.022271,0.013216,0.004567,0.023790,0.099781,0.021383,0.196783,0.094114,0.036997,0.578657,0.021204,0.165266,3.314531,1.164738,0.989323,0.615393,0.483140,0.463062,0.427628,0.282552,0.351854,0.383620,0.284156,0.285688,0.268224,0.027180,0.013240,0.033170,0.024266,0.033377,0.018833,0.042503,0.003252,0.011231,0.023076,0.018110,0.009157,0.013899,trainingData/happy
0.100970,0.035165,3.134415,0.204883,0.214802,0.612768,0.028389,0.159923,-26.893880,2.283837,-0.022618,-0.141326,-0.366014,-0.375827,-0.197786,-0.053743,-0.058842,-0.004824,0.015732,0.044138,-0.065275,0.017627,0.008496,0.016255,0.013565,0.017090,0.008378,0.048980,0.001936,0.016289,0.024767,0.019183,0.009636,0.030232,0.130704,0.045661,0.210508,0.128658,0.040627,0.850991,0.022903,0.214212,3.876434,1.428121,0.940518,0.670495,0.495643,0.455650,0.462846,0.420792,0.446758,0.420729,0.365701,0.366174,0.280953,0.032913,0.018731,0.027080,0.034533,0.025327,0.014944,0.069654,0.005346,0.030767,0.042724,0.026962,0.021061,0.018317,trainingData/happy
0.104128,0.025038,3.097924,0.212962,0.225925,0.661956,0.039118,0.157252,-27.281989,1.832390,-0.204070,-0.132619,-0.477470,-0.177350,-0.196010,0.154305,-0.068870,-0.069803,-0.099854,0.004304,-0.081345,0.013407,0.007132,0.019195,0.010479,0.042284,0.012208,0.041842,0.001316,0.005152,0.015154,0.023676,0.004808,0.032019,0.119143,0.032238,0.204364,0.117357,0.044255,0.761805,0.047039,0.201130,4.204276,1.310724,1.072347,0.516494,0.574841,0.481790,0.438113,0.415788,0.390899,0.454702,0.336614,0.297149,0.296922,0.021818,0.013220,0.030704,0.021074,0.044807,0.032083,0.064441,0.003317,0.010330,0.026428,0.033548,0.007706,0.019929,trainingData/happy
0.103172,0.033436,3.037507,0.197447,0.212134,0.597446,0.026326,0.163065,-26.502568,2.476165,-0.414974,0.051475,-0.478588,-0.404974,-0.180384,0.052460,-0.029409,-0.069166,-0.167333,-0.159040,-0.144823,0.033658,0.010415,0.022905,0.023872,0.013905,0.005339,0.041489,0.001441,0.005670,0.017271,0.021586,0.010477,0.032720,0.115404,0.039643,0.350017,0.118973,0.047633,0.675096,0.025332,0.192878,3.493063,1.358650,1.068778,0.450844,0.486051,0.563607,0.459884,0.316277,0.349247,0.434818,0.403212,0.339506,0.265250,0.059127,0.023816,0.028299,0.036021,0.024697,0.008919,0.078430,0.003272,0.009027,0.024782,0.031511,0.025583,0.022131,trainingData/happy
0.092959,0.032759,3.131151,0.197131,0.219052,0.528784,0.025957,0.145578,-26.142462,2.593793,-0.179289,-0.140051,-0.499247,-0.383308,-0.292525,-0.075098,0.010437,-0.082821,0.021795,0.041460,-0.070614,0.013265,0.009592,0.016011,0.014598,0.015161,0.017521,0.044534,0.001526,0.010441,0.027286,0.026325,0.009394,0.030430,0.110510,0.031573,0.217269,0.117783,0.035768,0.777996,0.015572,0.204597,2.773182,1.415925,0.991917,0.607128,0.421640,0.449135,0.448474,0.508467,0.395711,0.399105,0.439171,0.374358,0.322319,0.020794,0.026034,0.025451,0.027636,0.025425,0.042399,0.057360,0.003277,0.015996,0.034732,0.036933,0.016796,0.018947,trainingData/happy
0.098551,0.024412,3.166327,0.194116,0.214303,0.574804,0.020847,0.148161,-25.960455,2.538068,-0.706175,-0.057338,-0.449871,-0.333972,-0.241341,-0.097730,-0.093730,-0.137683,-0.120047,-0.025544,-0.072543,0.020806,0.008856,0.020698,0.015429,0.020815,0.013247,0.018884,0.003962,0.015623,0.016211,0.024850,0.006088,0.023510,0.103634,0.028471,0.157379,0.094683,0.034669,0.664138,0.013176,0.175964,2.303060,1.144327,1.116479,0.564049,0.580738,0.574737,0.399392,0.442143,0.375421,0.393580,0.463159,0.329109,0.373070,0.030766,0.014280,0.032487,0.024698,0.027983,0.030800,0.025296,0.007486,0.027998,0.025431,0.035169,0.008461,0.015040,trainingData/happy
0.069276,0.021908,3.217828,0.146591,0.186264,0.312440,0.044879,0.105628,-27.702406,3.365859,0.157047,0.002927,-0.268275,-0.370355,-0.193299,0.030758,-0.153334,-0.117169,-0.079487,0.071674,-0.152752,0.020996,0.003316,0.024294,0.018241,0.014694,0.019911,0.021019,0.001236,0.009126,0.047314,0.033934,0.007712,0.033606,0.072139,0.022360,0.117103,0.069293,0.018820,0.415324,0.015894,0.124250,1.770982,0.809632,0.455058,0.414266,0.293652,0.322597,0.348130,0.335178,0.257927,0.273361,0.247965,0.283780,0.240585,0.031394,0.005467,0.031859,0.031144,0.017795,0.036076,0.018707,0.003797,0.014349,0.012893,0.028635,0.014083,0.009645,trainingData/happy
