@RELATION knnModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {trainingData/disgust,trainingData/fear,trainingData/happy}

@DATA
0.094774,0.015829,3.111560,0.177215,0.192916,0.575139,0.030577,0.136932,-27.873511,2.484999,-0.560061,0.160115,-0.227218,-0.071277,0.032274,-0.020150,-0.112783,0.011560,-0.170620,-0.127634,-0.056966,0.009390,0.005010,0.015299,0.013659,0.026907,0.006326,0.033887,0.002522,0.015394,0.023580,0.015296,0.006888,0.023239,0.098150,0.021167,0.201926,0.107179,0.040354,0.657596,0.028872,0.168989,3.339790,1.001252,1.082995,0.561822,0.536847,0.279434,0.392660,0.290151,0.260781,0.275719,0.287754,0.297381,0.338995,0.016272,0.010380,0.018108,0.021864,0.035320,0.012871,0.040236,0.003565,0.023904,0.023052,0.024957,0.012555,0.013418,trainingData/disgust
0.097877,0.012498,3.193475,0.189791,0.204739,0.535892,0.028209,0.166831,-28.183895,2.631777,-0.429701,-0.021954,-0.150848,-0.184719,0.135064,0.045122,-0.209812,-0.022364,-0.038402,-0.143043,-0.266132,0.020768,0.003112,0.015113,0.013483,0.031271,0.007233,0.019625,0.007622,0.007055,0.028380,0.033333,0.003716,0.028104,0.106431,0.018152,0.120036,0.117547,0.041352,0.686969,0.025796,0.208147,3.158356,1.125425,1.114577,0.608780,0.445687,0.304591,0.379363,0.281335,0.360150,0.261394,0.269871,0.323270,0.356888,0.036703,0.004691,0.021072,0.023311,0.034011,0.011856,0.019671,0.016426,0.009524,0.031453,0.048039,0.005345,0.013288,trainingData/disgust
0.094945,0.015927,3.049775,0.200559,0.222849,0.570178,0.019133,0.125464,-28.969857,2.216847,-0.226762,0.264438,-0.426959,0.083297,0.032314,0.106711,-0.000865,-0.071294,-0.035590,-0.008713,-0.135986,0.009527,0.004795,0.015576,0.007362,0.035067,0.011990,0.104288,0.001488,0.006159,0.020344,0.018416,0.004340,0.041440,0.089596,0.024606,0.216023,0.092321,0.036081,0.560558,0.012871,0.147996,2.920952,0.957244,0.839758,0.479732,0.503524,0.336013,0.451568,0.223215,0.262002,0.251534,0.224566,0.241755,0.258308,0.013070,0.007687,0.017861,0.012325,0.041042,0.020837,0.061494,0.002407,0.011000,0.029064,0.024741,0.007576,0.019476,trainingData/disgust
0.073235,0.020692,3.093113,0.183929,0.215442,0.418300,0.030024,0.095298,-28.151339,2.281454,0.360831,-0.139243,-0.419418,0.031892,-0.119624,0.188726,-0.012893,0.001675,-0.047488,-0.063453,-0.196027,0.017495,0.004739,0.019463,0.012082,0.032351,0.003615,0.064877,0.002236,0.005765,0.036638,0.029096,0.006016,0.039791,0.086216,0.027259,0.191289,0.086155,0.028623,0.462618,0.029123,0.119711,3.339842,0.949642,0.687006,0.622963,0.440015,0.375060,0.364652,0.275214,0.385940,0.255532,0.305334,0.314099,0.294980,0.031583,0.008983,0.022611,0.026473,0.033664,0.007526,0.063430,0.007399,0.008695,0.039452,0.033044,0.010725,0.020215,trainingData/disgust
0.120785,0.012508,3.131978,0.216708,0.209924,0.875311,0.016945,0.205027,-28.196048,1.892405,-0.087955,0.295876,-0.339035,0.087738,-0.104298,-0.051215,-0.013906,-0.063568,-0.102592,0.025310,-0.125823,0.012307,0.003666,0.009096,0.009696,0.037309,0.009487,0.033051,0.001559,0.006812,0.026420,0.018496,0.007359,0.023423,0.110946,0.020400,0.173207,0.105674,0.025803,0.744065,0.013894,0.202368,3.442355,1.081624,0.934908,0.702244,0.518764,0.336673,0.422007,0.323157,0.314310,0.247895,0.255814,0.247944,0.300270,0.022269,0.005866,0.010786,0.015864,0.044705,0.016803,0.032196,0.002845,0.009335,0.038827,0.021709,0.012949,0.012498,trainingData/disgust
0.085685,0.016135,3.185045,0.178754,0.208346,0.586205,0.026016,0.136223,-27.892046,2.580805,-0.129006,0.365183,-0.612880,-0.196222,0.261870,-0.000089,-0.090346,-0.063153,-0.125384,-0.047847,-0.169475,0.016508,0.005520,0.018416,0.011893,0.030566,0.004524,0.025103,0.001164,0.009189,0.031891,0.032208,0.008733,0.027670,0.088731,0.022805,0.155704,0.089144,0.031561,0.567587,0.029411,0.149988,3.408718,1.014262,1.088685,0.567772,0.671302,0.404740,0.460431,0.345261,0.330363,0.317283,0.312678,0.309579,0.312759,0.026560,0.011717,0.033625,0.016639,0.031094,0.007547,0.031748,0.002064,0.016026,0.034090,0.039295,0.022232,0.014922,trainingData/disgust
0.133309,0.027125,3.175544,0.226579,0.211902,0.784221,0.017882,0.206111,-26.404657,2.246104,-0.019513,0.068515,-0.234210,0.105787,-0.111074,-0.090487,0.008336,-0.101524,-0.075239,-0.023998,-0.228417,0.013233,0.004440,0.013789,0.008329,0.017736,0.005698,0.032798,0.001771,0.010299,0.038706,0.037662,0.004893,0.027596,0.131382,0.037056,0.152102,0.121263,0.038348,0.720971,0.015526,0.216723,3.171513,1.027665,0.753799,0.542804,0.520600,0.411532,0.448899,0.323154,0.299184,0.294449,0.243929,0.322304,0.364608,0.018824,0.008300,0.016126,0.017095,0.024134,0.010609,0.035546,0.003233,0.021500,0.034222,0.044465,0.009101,0.015551,trainingData/disgust
0.100485,0.013513,3.154750,0.193100,0.210976,0.614846,0.023509,0.153320,-27.667162,2.395167,-0.080559,0.157352,-0.244428,0.118560,-0.205053,-0.090822,-0.119076,-0.024440,-0.038441,0.009051,-0.141586,0.010213,0.003258,0.013437,0.008893,0.022077,0.009617,0.046847,0.002561,0.013624,0.036829,0.024051,0.003072,0.027176,0.102060,0.019361,0.161894,0.100027,0.034489,0.658892,0.023893,0.165884,3.210941,1.025891,0.760655,0.388868,0.378936,0.352904,0.465358,0.260936,0.241347,0.218624,0.265600,0.356062,0.305271,0.017723,0.005052,0.015768,0.012587,0.026173,0.014393,0.062511,0.004317,0.021340,0.047332,0.032815,0.005120,0.017184,trainingData/disgust
0.083443,0.017460,3.233340,0.166946,0.196698,0.453281,0.016835,0.122350,-27.079457,2.944966,-0.342636,-0.198600,-0.206413,-0.078131,0.056092,0.009014,-0.064508,-0.051953,-0.028517,-0.108991,-0.188635,0.015214,0.008608,0.010273,0.015371,0.016670,0.007128,0.023655,0.003752,0.005558,0.044362,0.041334,0.006048,0.024554,0.078543,0.024387,0.076869,0.077032,0.023485,0.522428,0.013379,0.124115,2.562127,1.186250,0.616395,0.551125,0.534437,0.336746,0.331545,0.255947,0.369553,0.226029,0.201241,0.242168,0.356933,0.019247,0.016127,0.011760,0.023193,0.016140,0.005758,0.022860,0.004490,0.006504,0.038132,0.037390,0.010169,0.011559,trainingData/disgust
0.066676,0.016080,3.103750,0.170099,0.211179,0.368557,0.022129,0.101330,-27.821451,2.545323,-0.352029,0.161741,-0.138938,-0.155960,-0.113656,0.023847,-0.151399,-0.132822,-0.138743,-0.144012,-0.255594,0.037288,0.007509,0.025217,0.013402,0.029668,0.003061,0.019543,0.002123,0.007769,0.033303,0.028258,0.002574,0.029170,0.073305,0.026437,0.193778,0.070493,0.022813,0.454240,0.018360,0.118957,2.847275,0.871203,0.859808,0.446192,0.531928,0.205709,0.288046,0.237619,0.329216,0.255110,0.275380,0.319105,0.300095,0.029186,0.013890,0.022241,0.014516,0.033668,0.003511,0.017584,0.004087,0.011172,0.039482,0.033906,0.003000,0.010993,trainingData/disgust
0.085287,0.030450,3.228620,0.159168,0.189042,0.391483,0.025334,0.123443,-26.479505,3.375775,-0.088920,-0.080058,-0.209148,-0.131688,-0.073371,-0.025034,0.049648,0.025211,-0.065786,-0.088103,-0.157681,0.020150,0.009575,0.008428,0.005190,0.013856,0.012515,0.030726,0.002301,0.012117,0.026267,0.047919,0.009191,0.027305,0.081354,0.038154,0.081980,0.075474,0.032147,0.446442,0.021648,0.121267,2.340895,0.957702,0.805501,0.698652,0.475717,0.296432,0.352343,0.281580,0.275517,0.190563,0.251556,0.226356,0.311984,0.027724,0.016238,0.007690,0.007906,0.020644,0.019150,0.033250,0.005250,0.020276,0.029477,0.050063,0.014534,0.013248,trainingData/disgust
0.070811,0.024866,3.225009,0.158779,0.201169,0.354062,0.032638,0.104026,-27.080071,3.088037,0.047300,0.179637,-0.442619,-0.328237,-0.157872,0.130247,-0.151678,-0.081323,-0.000333,-0.167270,-0.255608,0.034829,0.004269,0.015487,0.011877,0.023434,0.006745,0.014468,0.003235,0.014771,0.036470,0.042549,0.005930,0.032875,0.076147,0.033069,0.091213,0.078080,0.029014,0.443702,0.024231,0.118232,2.574960,0.888463,0.673550,0.568237,0.509213,0.476662,0.302234,0.337572,0.312620,0.282396,0.334108,0.358552,0.279253,0.051208,0.008874,0.018385,0.022858,0.036179,0.016624,0.016137,0.009994,0.024367,0.048254,0.054347,0.010654,0.013678,trainingData/disgust
0.070697,0.030504,3.233522,0.153264,0.196542,0.331192,0.024687,0.106366,-26.752665,3.328296,0.094823,0.168282,-0.214680,-0.259476,-0.101930,0.124982,-0.132183,-0.097978,-0.101089,-0.032357,-0.183841,0.043034,0.003292,0.015525,0.013422,0.014583,0.006715,0.032528,0.000461,0.012014,0.039623,0.035046,0.008718,0.034527,0.071885,0.042185,0.108891,0.078152,0.029737,0.446818,0.016356,0.123535,2.687046,1.027393,0.632618,0.542369,0.422853,0.311093,0.320024,0.367314,0.345596,0.286205,0.237356,0.272353,0.255279,0.051451,0.005737,0.025106,0.026997,0.019149,0.007738,0.030812,0.000715,0.014413,0.042885,0.041784,0.014988,0.012427,trainingData/disgust
0.095260,0.023844,3.162982,0.170182,0.192346,0.503105,0.020467,0.133780,-26.644787,2.373528,-0.998238,0.159406,-0.017673,-0.163215,-0.113622,0.187053,-0.235880,0.108909,-0.035843,-0.046963,-0.209190,0.010661,0.006516,0.023811,0.007133,0.014101,0.006086,0.041779,0.002811,0.006884,0.038718,0.027602,0.004917,0.027847,0.090205,0.028032,0.109274,0.072291,0.031044,0.499931,0.019016,0.125524,2.938756,1.002053,0.857510,0.575849,0.515932,0.261617,0.310192,0.267972,0.337243,0.322067,0.219024,0.240910,0.324338,0.015293,0.010422,0.027392,0.010611,0.014599,0.005305,0.053445,0.004757,0.008596,0.036897,0.035657,0.007002,0.021780,trainingData/disgust
0.150729,0.013997,3.174846,0.257113,0.222910,0.912162,0.018938,0.265510,-29.056242,2.118302,0.065783,0.210020,-0.270719,-0.224138,0.003845,-0.002030,0.015135,0.024607,-0.039822,-0.020592,-0.193661,0.010652,0.002431,0.010301,0.004914,0.022994,0.002982,0.054193,0.002134,0.010848,0.047406,0.023294,0.004612,0.033998,0.121043,0.017441,0.137372,0.112499,0.025621,0.731963,0.017500,0.226959,2.995401,1.232271,0.697724,0.489149,0.445866,0.337089,0.340671,0.265764,0.330006,0.292969,0.265738,0.279919,0.285368,0.019183,0.004779,0.014167,0.008722,0.022487,0.005661,0.047280,0.003717,0.014353,0.039511,0.036499,0.008936,0.017897,trainingData/disgust
0.092313,0.017988,3.243048,0.178932,0.197577,0.700370,0.016755,0.148989,-26.358202,2.238847,0.122560,-0.057473,-0.388122,0.103729,-0.306309,0.159515,-0.183788,0.056666,0.107791,-0.046201,-0.177099,0.010582,0.004758,0.009498,0.008203,0.011317,0.007525,0.016203,0.003752,0.018143,0.044571,0.034007,0.002976,0.024414,0.085466,0.019346,0.061254,0.079995,0.025925,0.587469,0.016420,0.130948,2.733436,1.250150,0.802149,0.566813,0.446871,0.456631,0.360282,0.335095,0.236196,0.270282,0.281618,0.274743,0.278444,0.016776,0.008815,0.012492,0.014135,0.012968,0.010291,0.014273,0.005715,0.019669,0.045284,0.053239,0.005562,0.015585,trainingData/disgust
0.086175,0.015283,3.178149,0.180607,0.207484,0.489005,0.022688,0.128579,-27.494586,2.719666,0.451756,0.053153,-0.278645,-0.043974,-0.246660,0.056838,-0.168105,-0.000376,0.046088,0.062851,-0.052072,0.010077,0.004234,0.010518,0.009736,0.025310,0.013040,0.043510,0.000896,0.019216,0.041214,0.026270,0.002827,0.030215,0.086031,0.023149,0.172861,0.085812,0.030146,0.515308,0.018008,0.138469,2.771155,0.809813,0.680752,0.686469,0.474232,0.298159,0.386575,0.291900,0.327167,0.255648,0.259069,0.265646,0.266587,0.013504,0.009130,0.014824,0.017726,0.030663,0.020219,0.063996,0.001694,0.030646,0.035470,0.036959,0.006527,0.013370,trainingData/disgust
0.083388,0.022772,3.202522,0.158523,0.191704,0.605199,0.023293,0.124208,-26.300284,2.864173,-0.290362,0.263251,-0.622080,-0.165066,0.221201,-0.033990,-0.113826,0.089353,-0.123994,-0.022860,-0.081144,0.015245,0.004614,0.013907,0.013336,0.009489,0.010600,0.023764,0.002611,0.012882,0.030868,0.052251,0.005706,0.029218,0.086623,0.023565,0.119445,0.074627,0.022190,0.595720,0.018284,0.128377,2.183999,0.833860,0.619453,0.413536,0.474682,0.311088,0.338458,0.278619,0.268151,0.263935,0.235838,0.279908,0.199446,0.023113,0.009405,0.023482,0.027374,0.007067,0.025261,0.036163,0.002067,0.016901,0.034597,0.054195,0.011074,0.016712,trainingData/disgust
0.081534,0.015163,3.048249,0.191110,0.221275,0.485901,0.020752,0.114852,-27.983940,2.427561,0.539740,-0.091915,-0.305929,-0.003212,-0.211114,0.066239,-0.124504,-0.009201,-0.115320,-0.053776,-0.202676,0.032385,0.001887,0.024809,0.017738,0.024547,0.007146,0.058058,0.000466,0.005248,0.025147,0.041328,0.005284,0.040457,0.086803,0.019881,0.333932,0.083896,0.023310,0.532139,0.013182,0.150220,3.016152,1.001982,0.658339,0.566205,0.347048,0.361502,0.389898,0.354295,0.368624,0.291928,0.315203,0.349984,0.250910,0.049417,0.002879,0.030206,0.035644,0.025160,0.017128,0.068088,0.000533,0.012884,0.034969,0.049289,0.010355,0.018395,trainingData/disgust
0.134863,0.020769,3.210151,0.228519,0.210698,0.831970,0.022632,0.212814,-27.903848,2.244797,0.366325,0.045092,-0.278733,-0.047617,-0.158342,0.150869,-0.013274,-0.020011,-0.051294,-0.036495,-0.149772,0.005694,0.002564,0.007843,0.007534,0.020528,0.020963,0.028967,0.001318,0.004441,0.056883,0.024604,0.004077,0.033553,0.135354,0.027349,0.111336,0.124249,0.028521,0.813791,0.027521,0.228512,3.250502,1.305044,0.926687,0.459006,0.409215,0.382095,0.424673,0.345943,0.336131,0.276487,0.278101,0.282171,0.225877,0.007271,0.005045,0.015310,0.015250,0.030237,0.043954,0.048661,0.003553,0.004378,0.054912,0.030036,0.007730,0.022934,trainingData/disgust
0.089262,0.023725,3.145979,0.189246,0.209689,0.529932,0.022233,0.145801,-27.651212,2.642334,-0.048479,-0.003204,-0.354731,-0.076020,-0.053221,0.073427,0.049748,-0.017419,-0.025324,0.023010,-0.189112,0.017421,0.005941,0.016182,0.004833,0.019223,0.005688,0.063343,0.001024,0.003836,0.038238,0.043035,0.008130,0.037967,0.108513,0.027529,0.154853,0.111205,0.036092,0.666179,0.020966,0.188918,2.643227,1.296619,0.646434,0.592798,0.431141,0.475832,0.329200,0.268178,0.318891,0.345954,0.271316,0.239349,0.268824,0.028357,0.013533,0.019817,0.008069,0.026290,0.013292,0.062218,0.002513,0.004544,0.039471,0.044308,0.015574,0.021271,trainingData/disgust
0.087746,0.023142,3.240146,0.173363,0.199951,0.498898,0.026282,0.151011,-26.306480,2.735285,-0.448686,0.067671,-0.058164,-0.217893,-0.081823,-0.043868,-0.122461,0.080975,0.070937,-0.113967,-0.236217,0.030005,0.002247,0.007895,0.006868,0.011054,0.003942,0.016517,0.010277,0.012276,0.049660,0.034424,0.006462,0.029501,0.084758,0.019391,0.096496,0.081739,0.027868,0.517030,0.019106,0.147358,2.653460,1.044989,0.971453,0.515078,0.501313,0.332480,0.324620,0.225044,0.338654,0.287341,0.275843,0.292906,0.289879,0.050617,0.003320,0.008168,0.009602,0.013144,0.005316,0.019773,0.019690,0.014913,0.044301,0.038836,0.011051,0.017453,trainingData/disgust
0.110943,0.017752,3.098052,0.204164,0.210647,0.895234,0.014221,0.170301,-26.173401,1.375351,-0.605973,-0.058984,-0.393755,0.216673,-0.178000,-0.033498,0.085820,-0.095061,-0.082777,-0.063094,-0.198484,0.010088,0.007878,0.009322,0.008054,0.020114,0.004667,0.038694,0.003207,0.008183,0.026504,0.022019,0.006076,0.019791,0.082471,0.022949,0.159604,0.073237,0.020045,0.540408,0.011549,0.130350,2.521684,1.233123,0.865700,0.502580,0.407716,0.276262,0.409462,0.225800,0.308013,0.246642,0.351080,0.205436,0.290449,0.013973,0.011380,0.012541,0.014416,0.013864,0.006544,0.047862,0.005272,0.010054,0.028991,0.020372,0.009271,0.012629,trainingData/disgust
0.103934,0.018213,3.137009,0.210086,0.221144,0.744640,0.030844,0.172923,-28.249080,2.098615,0.603158,-0.273074,-0.424493,-0.041920,-0.027391,0.281595,-0.113004,-0.015128,-0.111420,-0.090546,-0.122143,0.010641,0.008196,0.011888,0.012500,0.034040,0.007331,0.040667,0.001107,0.010428,0.022275,0.022994,0.006445,0.026541,0.097273,0.028394,0.193314,0.096066,0.035234,0.714009,0.040017,0.179460,3.537677,1.228497,0.573903,0.670660,0.575067,0.372745,0.430434,0.337073,0.310516,0.279943,0.298683,0.241051,0.221018,0.017918,0.015709,0.011291,0.024497,0.039931,0.016850,0.044362,0.002645,0.020310,0.028388,0.035331,0.011942,0.013331,trainingData/disgust
0.097568,0.021898,3.147033,0.200899,0.223315,0.608425,0.021180,0.154435,-26.937865,2.420653,0.500354,-0.178392,-0.242248,-0.025547,-0.295175,0.098792,-0.169639,0.030873,-0.040475,-0.011675,-0.048782,0.015349,0.002305,0.011945,0.009648,0.027705,0.007333,0.045341,0.000887,0.009240,0.032781,0.033053,0.003397,0.029091,0.100000,0.022803,0.204954,0.098637,0.033730,0.658597,0.021407,0.190073,3.218649,1.064409,0.427071,0.590232,0.357669,0.394169,0.297279,0.274532,0.282901,0.256654,0.261899,0.260420,0.287286,0.020149,0.004631,0.017684,0.018526,0.034315,0.010795,0.055672,0.001829,0.013541,0.039131,0.037161,0.005945,0.014410,trainingData/disgust
0.144699,0.009141,3.129097,0.251809,0.210562,1.004185,0.014761,0.263005,-28.817390,1.639601,-0.302979,0.261855,-0.243927,0.061930,-0.038741,-0.014297,-0.074541,-0.086507,-0.199381,-0.006324,-0.167742,0.024386,0.005373,0.016928,0.013116,0.036662,0.006831,0.036596,0.002849,0.010199,0.011136,0.008534,0.003072,0.028514,0.130940,0.015397,0.201352,0.110290,0.031620,0.776261,0.011856,0.194876,3.220454,1.102859,0.765002,0.395559,0.493380,0.301519,0.384132,0.208885,0.358463,0.243775,0.306453,0.287280,0.415304,0.043590,0.010281,0.016788,0.022380,0.036973,0.018162,0.050321,0.006710,0.019224,0.014250,0.015387,0.004921,0.018786,trainingData/disgust
0.103286,0.022998,3.097662,0.177688,0.194088,0.464451,0.021443,0.137923,-27.820005,2.558353,-0.795767,-0.030076,-0.156915,-0.148692,0.059372,0.092353,-0.102918,-0.152543,-0.082061,0.062707,-0.149697,0.014580,0.005736,0.010923,0.011324,0.028640,0.008073,0.044456,0.002282,0.008145,0.026228,0.016824,0.006372,0.026278,0.093497,0.043426,0.271231,0.086429,0.034538,0.467618,0.017967,0.136846,3.856576,1.050742,0.886936,0.594615,0.612389,0.461318,0.311241,0.237166,0.349460,0.294695,0.295087,0.209314,0.264680,0.025700,0.009073,0.011304,0.019656,0.037370,0.009910,0.060037,0.004239,0.016188,0.036890,0.021329,0.010389,0.017596,trainingData/disgust
0.107732,0.020211,3.097135,0.208949,0.217077,0.753510,0.022640,0.162322,-27.739787,1.842546,0.261492,-0.088541,-0.526414,0.263910,-0.196190,0.176455,-0.145986,-0.046019,-0.092641,-0.126478,-0.140104,0.014698,0.007707,0.018213,0.008579,0.024412,0.011264,0.060642,0.001419,0.008996,0.021805,0.014965,0.004628,0.028321,0.092706,0.031096,0.223712,0.085794,0.028385,0.675040,0.020291,0.147424,3.884477,1.019263,0.659965,0.588069,0.592539,0.343883,0.360500,0.313894,0.295059,0.304491,0.266195,0.275912,0.230522,0.023468,0.014532,0.019195,0.013585,0.033933,0.025515,0.073992,0.002261,0.012283,0.032880,0.018812,0.008524,0.020829,trainingData/disgust
0.112548,0.020169,3.111675,0.212618,0.218180,0.813991,0.021941,0.176498,-28.267752,1.826231,-0.177991,0.186158,-0.490692,-0.195560,0.269966,0.023407,-0.096736,0.030004,-0.156146,-0.041269,-0.101066,0.007242,0.008234,0.010758,0.006317,0.041366,0.005653,0.054143,0.002120,0.003462,0.017379,0.018220,0.003147,0.029070,0.114553,0.034448,0.219033,0.105395,0.033261,0.727002,0.027122,0.193183,3.686760,1.361338,1.007398,0.754573,0.650054,0.426280,0.469706,0.289508,0.360553,0.292065,0.320196,0.337764,0.336504,0.012683,0.021893,0.013471,0.009883,0.041432,0.013786,0.082832,0.003067,0.005150,0.029286,0.024760,0.006825,0.020896,trainingData/disgust
0.085874,0.012955,3.113982,0.176152,0.202212,0.409658,0.029151,0.118934,-28.564421,3.140213,-0.168852,-0.132065,-0.219696,-0.071652,-0.055442,-0.015313,-0.028399,-0.017171,0.032417,0.005766,-0.153554,0.010102,0.007020,0.019308,0.006465,0.016982,0.016423,0.060156,0.001533,0.011960,0.029767,0.043972,0.003488,0.036977,0.091224,0.020280,0.246801,0.114650,0.049848,0.512523,0.022264,0.165045,2.961804,0.962018,0.567363,0.690829,0.521186,0.284553,0.313403,0.280681,0.252175,0.220094,0.269216,0.257425,0.285899,0.013518,0.011878,0.027692,0.011595,0.021572,0.031860,0.076686,0.002305,0.021025,0.036911,0.053387,0.006055,0.021916,trainingData/disgust
0.111544,0.011111,3.032645,0.220498,0.224788,0.760304,0.026614,0.169426,-29.686147,1.517268,-0.017053,-0.179242,-0.390131,0.392495,-0.026902,0.126349,-0.146677,-0.043081,0.111751,-0.061671,-0.096171,0.006543,0.005340,0.013775,0.009635,0.039850,0.007649,0.062193,0.005776,0.004129,0.016917,0.020536,0.003360,0.031444,0.097862,0.025945,0.216891,0.082577,0.032618,0.626596,0.027034,0.154187,4.109535,0.890095,0.684277,0.568786,0.485748,0.376255,0.313811,0.313329,0.326048,0.237727,0.252687,0.270811,0.305752,0.010774,0.008687,0.014119,0.015516,0.037691,0.018090,0.083214,0.014842,0.005829,0.027471,0.029268,0.008187,0.023596,trainingData/disgust
0.104126,0.011425,3.043235,0.210364,0.222169,0.718958,0.024679,0.165505,-28.636710,1.768614,-0.016135,-0.153497,-0.436094,0.003231,-0.126487,0.080734,-0.199538,0.024892,-0.066901,-0.030658,-0.102461,0.010229,0.004684,0.010622,0.004884,0.040426,0.006881,0.049240,0.002857,0.008548,0.024678,0.018220,0.004239,0.025770,0.081945,0.020552,0.243635,0.081767,0.033343,0.589526,0.032924,0.157948,3.842978,1.049592,0.909772,0.644380,0.571598,0.376779,0.470731,0.285275,0.383113,0.293192,0.243696,0.277793,0.267711,0.016064,0.008027,0.013420,0.007339,0.045765,0.009517,0.052565,0.005582,0.014726,0.032286,0.024236,0.006952,0.014969,trainingData/disgust
0.093825,0.026485,3.116535,0.185331,0.203366,0.455707,0.026133,0.134945,-27.698725,2.701155,-0.512171,-0.666253,0.215635,-0.155804,0.030888,-0.058264,0.068848,-0.105798,-0.096931,-0.136868,-0.192799,0.016138,0.007606,0.019622,0.013681,0.009774,0.005307,0.071490,0.002829,0.008870,0.024186,0.025287,0.017241,0.035468,0.091612,0.038631,0.228219,0.088025,0.030386,0.507232,0.019486,0.141123,3.355815,1.112004,0.758458,0.753322,0.623692,0.338518,0.308278,0.302236,0.246023,0.227069,0.300946,0.309570,0.319206,0.024251,0.014897,0.020011,0.026916,0.013840,0.007245,0.115302,0.003733,0.012582,0.037029,0.032017,0.029046,0.027559,trainingData/disgust
0.067432,0.023847,3.121462,0.145955,0.190618,0.321440,0.030682,0.094973,-26.906753,3.094916,-0.324845,-0.362860,-0.389034,-0.161935,0.053752,0.086347,0.057685,-0.064849,-0.214908,-0.137235,-0.082428,0.024483,0.014752,0.022185,0.015387,0.022346,0.008924,0.041071,0.001112,0.009521,0.021228,0.015660,0.010669,0.029371,0.067574,0.028203,0.206753,0.066889,0.025713,0.402130,0.024843,0.101118,2.427270,0.839783,0.463666,0.591186,0.510328,0.282770,0.366301,0.237863,0.292281,0.257663,0.274117,0.292022,0.279578,0.035489,0.021646,0.027605,0.027550,0.026193,0.014743,0.053590,0.002350,0.018902,0.027555,0.022007,0.018224,0.017182,trainingData/disgust
0.115267,0.021543,3.076095,0.212344,0.216601,0.613873,0.016764,0.166959,-27.360018,2.010826,-0.327318,0.229087,-0.071520,-0.097907,0.083614,0.101297,-0.160639,0.137540,-0.009720,-0.151077,-0.198301,0.008159,0.008995,0.011983,0.004882,0.033816,0.008019,0.087258,0.001667,0.005905,0.016708,0.010602,0.004134,0.031605,0.119541,0.030575,0.221715,0.113005,0.045972,0.627393,0.013380,0.195806,3.217549,1.003889,0.988193,0.451219,0.473798,0.300063,0.327785,0.239506,0.299357,0.320873,0.222482,0.305406,0.270367,0.012237,0.016315,0.013675,0.008901,0.026382,0.014066,0.093044,0.003165,0.011229,0.022254,0.015679,0.007317,0.024226,trainingData/disgust
